,date,index,tweet,user
0,2021-04-06 16:43:49,0,#DescribeMyArt – K.I. Twitter-Bot beschreibt eure imaginären Kunstwerke | Artikel lesen auf: https://t.co/07WYAVxKvt,KulturData
